# Constructed from biom file
#OTU ID	SRR30981348	SRR30981410	SRR30981439	SRR30981452	SRR30981467	SRR30981488	SRR30981503	SRR30981517	SRR30981562	SRR30981587	SRR30981621	SRR30981638	SRR30981703	SRR30981744	SRR30981760	SRR30981777	SRR30981790	SRR30981808	SRR30981832	SRR30981844	SRR30981860	SRR30981871	SRR30981887	SRR30981919	SRR30981932	SRR30981936	SRR30981982	SRR30981995	SRR30982141	SRR30982149	SRR30982207	SRR30982221	SRR30982234	SRR30982270	SRR30982284	SRR30982315	SRR30983301	SRR30983323	SRR30983338	SRR30983363	SRR30983377	SRR30983390	SRR30983399	SRR30983439	SRR30983446	SRR30983463	SRR30983478	SRR30983492	SRR30983508	SRR30983517	SRR30983527	SRR30983538	SRR30983552	SRR30983576	SRR30983591	SRR30983627	SRR30983637
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	2869.0	2497.0	3895.0	1197.0	11633.0	423.0	2349.0	118.0	24875.0	0.0	4585.0	1677.0	25914.0	4257.0	0.0	0.0	6117.0	9806.0	8766.0	11317.0	3466.0	4361.0	0.0	0.0	0.0	0.0	6252.0	6465.0	15213.0	8268.0	0.0	6425.0	0.0	28134.0	0.0	0.0	37761.0	40795.0	0.0	12215.0	11454.0	9924.0	10127.0	26.0	0.0	17211.0	5680.0	14953.0	0.0	9814.0	19486.0	14481.0	13788.0	11484.0	0.0	18658.0	10825.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	32.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Finegoldia	388.0	0.0	30.0	0.0	59.0	53.0	265.0	0.0	0.0	0.0	23.0	80.0	45.0	15.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0	57.0	39.0	31.0	0.0	0.0	30.0	0.0	152.0	0.0	0.0	21.0	117.0	0.0	0.0	0.0	11.0	22.0	139.0	133.0	13.0	0.0	91.0	20.0	202.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	5.0	22.0	0.0	164.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Curvibacter	0.0	23.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella	62.0	59.0	133.0	64.0	0.0	0.0	45.0	0.0	0.0	92.0	51.0	25.0	34.0	157.0	102.0	118.0	156.0	0.0	176.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	31.0	0.0	16.0	0.0	126.0	205.0	0.0	0.0	0.0	125.0	0.0	7.0	0.0	6.0	42.0	82.0	139.0	11.0	10.0	21.0	0.0	8.0	73.0	244.0	94.0	144.0	0.0	37.0	0.0	101.0	222.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	315.0	185.0	217.0	29.0	0.0	42.0	122.0	0.0	0.0	0.0	66.0	66.0	50.0	409.0	368.0	0.0	437.0	0.0	446.0	46.0	9.0	0.0	0.0	29.0	0.0	6.0	19.0	31.0	44.0	16.0	0.0	509.0	20.0	8.0	0.0	349.0	0.0	22.0	0.0	4.0	28.0	17.0	49.0	13.0	0.0	89.0	0.0	0.0	398.0	49.0	7.0	59.0	5.0	16.0	0.0	18.0	53.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	159.0	112.0	420.0	125.0	33.0	131.0	979.0	22.0	12.0	349.0	173.0	45.0	171.0	567.0	588.0	607.0	808.0	0.0	721.0	0.0	0.0	0.0	0.0	71.0	45.0	0.0	0.0	0.0	35.0	0.0	542.0	914.0	13.0	0.0	0.0	267.0	53.0	38.0	0.0	24.0	0.0	0.0	0.0	56.0	0.0	0.0	51.0	62.0	0.0	0.0	13.0	0.0	0.0	22.0	0.0	0.0	21.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	85.0	53.0	0.0	0.0	21.0	0.0	0.0	19.0	37.0	12.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	7.0	0.0	36.0	0.0	0.0	0.0	0.0	20.0	50.0	0.0	0.0	8.0	15.0	36.0	0.0	0.0	23.0	24.0	0.0	0.0	29.0	13.0	10.0	0.0	18.0	12.0	30.0	22.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	19.0	0.0	0.0	0.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	19.0
d__Bacteria;p__Firmicutes;__;__;__;__	0.0	13.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2813.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	20.0	31.0	30.0	11.0	5.0	0.0	0.0	0.0	0.0	78.0	19.0	31.0	0.0	64.0	85.0	0.0	157.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	115.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;__	0.0	0.0	0.0	0.0	0.0	35.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	4.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Lawsonella	1451.0	1553.0	113.0	216.0	593.0	55.0	134.0	734.0	39.0	122.0	97.0	32.0	1442.0	7.0	0.0	0.0	35.0	39.0	72.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	39.0	118.0	59.0	0.0	0.0	276.0	0.0	0.0	0.0	0.0	11.0	36.0	0.0	96.0	15.0	137.0	16.0	49.0	212.0	0.0	21.0	126.0	0.0	233.0	146.0	15.0	540.0	19.0	146.0	0.0	78.0
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	19.0	0.0	16.0	0.0	31.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	12.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	26.0
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium	0.0	22.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Clostridioides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	58.0	0.0	0.0	22.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia	0.0	11.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	29.0	22.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	33.0	60.0	0.0	0.0	0.0	8.0	8.0	0.0	32.0	23.0	0.0	0.0	16.0	6.0	0.0	28.0	23.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Murdochiella	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Turicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;__	156.0	72.0	314.0	99.0	125.0	0.0	66.0	0.0	0.0	307.0	179.0	0.0	134.0	526.0	410.0	532.0	625.0	0.0	527.0	6.0	0.0	0.0	0.0	53.0	32.0	0.0	110.0	0.0	0.0	44.0	404.0	627.0	0.0	0.0	0.0	410.0	64.0	126.0	79.0	180.0	1176.0	170.0	265.0	37.0	101.0	224.0	99.0	70.0	4403.0	269.0	326.0	404.0	0.0	499.0	295.0	143.0	270.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	21.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	10.0	0.0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacteriales_(SR1);f__Absconditabacteriales_(SR1);g__Absconditabacteriales_(SR1)	5.0	11.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;__;__;__	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	2175.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	444.0	0.0	166.0	0.0	0.0	154.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1750.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	4638.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	258.0	0.0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	1723.0	779.0	338.0	222.0	429.0	1475.0	911.0	316.0	649.0	604.0	2632.0	2474.0	3302.0	417.0	422.0	203.0	303.0	952.0	567.0	1468.0	3767.0	642.0	409.0	102.0	288.0	1025.0	351.0	286.0	1370.0	112.0	462.0	594.0	298.0	224.0	178.0	289.0	2443.0	1908.0	152.0	2439.0	591.0	134.0	2070.0	247.0	3374.0	1039.0	13898.0	677.0	0.0	1328.0	626.0	2195.0	1925.0	170.0	956.0	2497.0	1237.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria	35.0	72.0	70.0	15.0	0.0	52.0	101.0	0.0	0.0	0.0	23.0	6.0	31.0	98.0	96.0	68.0	98.0	0.0	75.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	6.0	110.0	52.0	77.0	149.0	15.0	0.0	0.0	99.0	22.0	66.0	33.0	18.0	100.0	287.0	98.0	19.0	0.0	150.0	21.0	19.0	219.0	144.0	52.0	115.0	18.0	74.0	50.0	26.0	85.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Anaerococcus	507.0	0.0	94.0	5.0	56.0	206.0	98.0	0.0	0.0	24.0	117.0	480.0	167.0	34.0	0.0	0.0	42.0	58.0	5.0	33.0	0.0	316.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	27.0	535.0	0.0	0.0	26.0	0.0	115.0	372.0	365.0	22.0	86.0	108.0	36.0	79.0	30.0	14.0	56.0	0.0	29.0	26.0	22.0	58.0	0.0	22.0	214.0	5.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium	0.0	29.0	44.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	29.0	18.0	0.0	0.0	0.0	22.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gnavus_group	0.0	33.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	20.0	18.0	106.0	15.0	0.0	65.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__;__	32.0	21.0	24.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	26.0	0.0	117.0	118.0	43.0	124.0	0.0	133.0	15.0	0.0	0.0	0.0	6.0	0.0	2809.0	0.0	0.0	13.0	0.0	163.0	161.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	25.0	0.0	0.0	15.0	0.0	606.0	7.0	64.0	52.0	0.0	70.0	151.0	9.0	15.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium	0.0	0.0	0.0	0.0	47.0	13.0	0.0	6.0	0.0	0.0	0.0	679.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;__;__	159.0	168.0	187.0	196.0	0.0	41.0	415.0	0.0	0.0	309.0	224.0	403.0	111.0	460.0	735.0	724.0	685.0	0.0	877.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	52.0	0.0	573.0	575.0	0.0	0.0	0.0	579.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	5483.0	697.0	1506.0	418.0	673.0	932.0	238.0	4525.0	387.0	148.0	1489.0	676.0	2225.0	100.0	137.0	255.0	256.0	1186.0	554.0	22.0	316.0	1414.0	0.0	100.0	0.0	0.0	267.0	550.0	1800.0	404.0	142.0	311.0	4231.0	42.0	0.0	254.0	4541.0	2306.0	5333.0	2172.0	256.0	1952.0	206.0	1094.0	878.0	91.0	421.0	889.0	0.0	1380.0	1818.0	1017.0	477.0	204.0	566.0	226.0	947.0
